hand/hand/000047.jpg 2,11,399,510,0 22,225,263,510,1 199,50,247,122,2 133,11,184,86,3 70,38,121,115,4 2,128,47,201,5
hand/hand/000048.jpg 46,214,298,505,0 64,317,225,505,1 177,247,206,307,2 138,225,165,269,3 99,230,127,295,4 46,266,87,315,5
hand/hand/000049.jpg 51,46,372,449,0 56,210,264,449,1 232,81,272,127,2 161,48,202,98,3 104,63,147,122,4 51,119,91,168,5
hand/hand/000050.jpg 103,213,358,532,0 109,330,274,532,1 249,254,285,294,2 219,224,252,261,3 176,234,209,273,4 103,271,132,310,5
hand/hand/000051.jpg 0,0,373,514,0 0,216,266,514,1 184,12,238,83,2 130,0,183,46,3 74,15,127,85,4 3,110,55,169,5
hand/hand/000052.jpg 112,130,368,508,0 124,294,294,508,1 254,163,288,209,2 200,136,234,185,3 151,165,184,214,4 112,226,144,271,5
hand/hand/000054.jpg 122,221,364,532,0 133,330,294,532,1 259,249,290,291,2 198,232,228,273,3 154,246,183,285,4 122,291,158,345,5
hand/hand/000055.jpg 75,327,381,711,0 90,491,302,711,1 241,368,280,419,2 194,344,233,394,3 149,363,188,411,4 75,421,112,467,5
hand/hand/000056.jpg 46,17,368,363,0 46,153,265,363,1 221,46,276,114,2 172,17,213,74,3 116,45,154,102,4 49,105,86,150,5
hand/hand/000057.jpg 137,215,378,516,0 147,322,309,516,1 274,248,307,285,2 215,226,243,267,3 173,236,199,279,4 137,277,166,315,5
hand/hand/000058.jpg 75,328,381,711,0 91,493,303,711,1 241,369,280,419,2 194,345,233,395,3 149,364,189,412,4 75,422,112,467,5
hand/hand/000059.jpg 50,94,382,494,0 65,255,267,494,1 207,125,250,174,2 160,98,202,148,3 122,120,161,169,4 50,172,88,213,5
hand/hand/000061.jpg 131,117,335,462,0 131,245,281,462,1 239,144,273,190,2 209,123,249,170,3 167,146,213,198,4 138,197,173,253,5
hand/hand/000062.jpg 46,214,295,507,0 64,318,223,507,1 177,247,206,307,2 138,225,165,269,3 99,230,127,295,4 46,266,87,316,5
hand/hand/000064.jpg 69,59,326,448,0 73,202,253,448,1 171,79,213,115,2 141,62,176,98,3 112,76,145,116,4 69,134,105,172,5
hand/hand/000065.jpg 84,128,348,449,0 103,257,271,449,1 246,164,282,214,2 167,134,202,182,3 133,152,164,203,4 84,216,125,273,5
hand/hand/000066.jpg 50,206,304,498,0 64,302,231,498,1 171,236,200,291,2 131,216,159,255,3 99,226,124,273,4 50,263,86,311,5
hand/hand/000067.jpg 55,215,293,508,0 60,312,218,508,1 189,254,224,306,2 154,226,182,269,3 108,226,137,289,4 55,260,86,299,5
hand/hand/000068.jpg 58,2,278,373,0 58,141,232,373,1 178,16,218,59,2 141,2,179,51,3 101,29,136,74,4 59,90,94,131,5
hand/hand/000069.jpg 1,10,399,510,0 20,224,264,510,1 198,49,247,121,2 132,10,184,86,3 68,38,121,115,4 1,127,48,201,5
hand/hand/000070.jpg 17,7,398,649,0 17,292,323,649,1 192,52,264,130,2 133,7,194,99,3 77,46,136,140,4 28,156,83,233,5
hand/hand/000071.jpg 0,8,398,534,0 8,242,280,534,1 206,37,258,118,2 119,8,172,88,3 64,40,114,121,4 0,124,47,194,5
hand/hand/000072.jpg 91,212,324,511,0 96,314,250,511,1 224,251,257,285,2 170,223,198,263,3 127,231,155,270,4 91,266,116,316,5
hand/hand/000073.jpg 0,8,398,534,0 8,242,280,534,1 206,37,258,118,2 119,8,172,88,3 64,40,114,121,4 0,124,47,194,5
hand/hand/000074.jpg 137,215,382,519,0 149,326,312,519,1 275,248,307,285,2 215,226,243,268,3 173,236,199,280,4 137,276,167,330,5
hand/hand/000075.jpg 75,327,381,711,0 90,490,304,711,1 241,368,280,419,2 194,344,233,394,3 149,363,189,411,4 75,421,113,467,5
hand/hand/000076.jpg 27,0,353,399,0 27,161,244,399,1 167,25,205,72,2 127,0,170,44,3 88,11,129,66,4 43,78,86,125,5
hand/hand/000077.jpg 99,114,334,467,0 99,257,266,467,1 234,146,266,187,2 201,120,235,164,3 148,135,180,184,4 101,187,131,228,5
hand/hand/000078.jpg 75,329,380,711,0 91,493,299,711,1 240,370,280,420,2 194,346,232,395,3 149,364,188,412,4 75,422,112,467,5
hand/hand/000079.jpg 137,215,384,520,0 147,325,313,520,1 274,248,307,284,2 215,226,244,267,3 173,236,199,280,4 137,277,167,331,5
hand/hand/000080.jpg 75,6,399,513,0 81,216,324,513,1 192,36,251,94,2 134,6,193,65,3 100,38,148,93,4 75,116,118,179,5
hand/hand/000081.jpg 101,7,378,353,0 101,169,274,353,1 209,34,242,73,2 177,7,209,58,3 143,31,175,80,4 103,94,133,135,5
hand/hand/000082.jpg 91,212,324,515,0 98,321,250,515,1 224,250,257,287,2 170,223,198,264,3 128,230,155,270,4 91,266,116,317,5
hand/hand/000083.jpg 112,130,366,506,0 124,292,293,506,1 255,163,288,209,2 200,136,235,185,3 151,165,184,214,4 112,225,144,271,5
hand/hand/000084.jpg 54,0,399,399,0 54,187,292,399,1 183,8,234,57,2 144,0,185,36,3 111,15,148,69,4 62,99,100,150,5
hand/hand/000085.jpg 39,19,399,489,0 39,196,299,489,1 226,50,270,85,2 178,20,222,64,3 130,41,176,94,4 70,112,111,158,5
hand/hand/000086.jpg 99,31,355,355,0 111,156,289,355,1 167,42,207,75,2 131,32,171,70,3 116,60,147,101,4 99,127,128,163,5
hand/hand/000088.jpg 65,18,399,399,0 76,198,305,399,1 184,39,233,90,2 141,18,188,75,3 98,48,142,106,4 65,122,105,178,5
hand/hand/000089.jpg 111,0,356,390,0 111,144,296,390,1 235,12,277,53,2 195,0,238,29,3 163,3,200,47,4 128,65,162,114,5
hand/hand/000090.jpg 92,341,333,711,0 107,484,300,711,1 251,387,286,430,2 194,359,229,406,3 144,376,178,423,4 92,429,129,474,5
hand/hand/000091.jpg 164,6,372,504,0 176,185,321,504,1 295,55,329,148,2 267,6,295,67,3 223,20,251,77,4 164,91,191,140,5
hand/hand/000092.jpg 46,215,294,505,0 65,317,223,505,1 178,248,206,307,2 138,226,165,269,3 99,231,127,295,4 46,267,87,317,5
hand/hand/000093.jpg 84,127,350,451,0 103,259,272,451,1 247,164,282,213,2 168,133,202,182,3 133,152,164,202,4 84,215,124,270,5
hand/hand/000094.jpg 55,215,293,508,0 60,311,221,508,1 189,255,225,306,2 154,227,183,269,3 108,226,137,289,4 55,259,85,299,5
hand/hand/000095.jpg 86,175,369,525,0 86,312,272,524,1 252,221,288,263,2 200,184,235,230,3 149,190,181,238,4 88,233,117,273,5
hand/hand/000097.jpg 17,7,396,657,0 17,289,322,657,1 192,53,264,131,2 134,7,194,99,3 78,46,137,140,4 29,156,84,234,5
hand/hand/000098.jpg 0,7,399,536,0 7,239,282,536,1 206,36,258,116,2 120,7,172,88,3 64,38,114,120,4 0,123,46,193,5
hand/hand/000099.jpg 76,0,344,388,0 76,146,275,388,1 220,0,261,49,2 180,0,223,37,3 139,6,182,59,4 93,88,133,132,5
hand/hand/000100.jpg 99,0,399,498,0 99,166,345,498,1 236,6,282,54,2 190,0,241,27,3 145,1,191,59,4 115,74,152,122,5
hand/hand/000102.jpg 75,328,380,711,0 92,495,301,711,1 240,369,280,420,2 194,345,232,395,3 149,364,188,413,4 75,422,112,468,5
hand/hand/000103.jpg 97,114,335,470,0 97,259,262,470,1 234,146,266,187,2 201,120,235,164,3 148,135,180,184,4 101,187,131,228,5
hand/hand/000104.jpg 138,215,376,520,0 147,327,307,520,1 275,248,307,284,2 215,226,244,267,3 173,236,200,279,4 138,277,166,325,5
hand/hand/000105.jpg 164,7,372,501,0 176,184,320,501,1 295,56,329,149,2 267,7,294,68,3 223,21,251,78,4 164,92,191,141,5
hand/hand/000106.jpg 70,187,318,500,0 79,291,247,500,1 203,220,233,258,2 156,196,186,235,3 108,204,135,246,4 70,237,97,280,5
hand/hand/000108.jpg 112,130,367,507,0 123,294,294,507,1 255,163,288,209,2 200,136,235,186,3 151,165,184,214,4 112,226,144,271,5
hand/hand/000109.jpg 92,342,334,711,0 109,484,301,711,1 251,388,286,430,2 194,360,229,406,3 145,377,178,424,4 92,429,129,474,5
hand/hand/000111.jpg 103,214,358,532,0 112,328,281,532,1 250,254,285,293,2 219,225,252,262,3 176,234,209,273,4 103,271,132,310,5
hand/hand/000112.jpg 5,14,295,532,0 25,237,260,532,1 136,50,187,106,2 72,14,137,87,3 26,64,82,130,4 5,154,52,211,5
hand/hand/000113.jpg 129,217,378,533,0 140,330,306,533,1 271,250,305,290,2 218,228,249,269,3 172,236,199,279,4 129,276,155,327,5
hand/hand/000114.jpg 51,0,395,532,0 51,218,331,532,1 199,0,273,69,2 148,0,205,52,3 107,23,159,97,4 62,110,110,178,5
hand/hand/000115.jpg 91,212,324,515,0 97,318,252,515,1 224,250,257,285,2 170,223,198,263,3 127,230,155,269,4 91,267,116,315,5
hand/hand/000116.jpg 54,95,385,485,0 70,262,278,485,1 257,135,299,187,2 196,100,239,154,3 139,116,178,168,4 54,180,94,222,5
hand/hand/000117.jpg 44,33,361,384,0 55,171,269,384,1 218,64,270,137,2 170,34,206,77,3 109,58,149,143,4 44,123,83,170,5
hand/hand/000118.jpg 32,328,333,711,0 46,480,241,711,1 209,370,247,413,2 157,345,192,389,3 103,358,137,404,4 32,414,69,460,5
hand/hand/000119.jpg 2,11,398,509,0 19,222,262,509,1 198,52,248,123,2 133,11,185,87,3 70,37,121,114,4 2,127,49,202,5
hand/hand/000120.jpg 96,83,389,459,0 113,253,290,459,1 242,119,277,170,2 193,87,232,143,3 147,109,186,167,4 96,174,131,234,5
hand/hand/000121.jpg 34,0,330,399,0 50,176,233,399,1 149,24,196,74,2 105,0,151,46,3 71,26,114,77,4 34,94,75,145,5
hand/hand/000122.jpg 112,130,367,507,0 124,294,294,507,1 255,163,288,209,2 200,136,235,186,3 151,165,184,214,4 112,226,144,271,5
hand/hand/000123.jpg 104,87,388,472,0 118,259,300,472,1 254,125,288,177,2 203,91,241,149,3 155,111,195,172,4 104,177,142,237,5
hand/hand/000124.jpg 57,137,309,496,0 73,274,230,496,1 201,165,231,213,2 161,144,192,181,3 105,154,134,197,4 57,199,90,267,5
